Id,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,target
6494,f,y,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6495,f,y,n,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6496,f,s,e,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6497,f,s,e,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6498,f,y,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6499,f,s,e,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6500,f,s,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6501,k,y,e,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6502,f,y,e,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6503,f,s,e,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6504,f,y,e,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6505,f,y,n,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6506,f,y,e,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6507,f,s,n,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6508,x,y,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6509,x,f,w,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,e
6510,x,s,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6511,x,s,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6512,f,y,n,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6513,x,s,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6514,x,s,n,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6515,x,s,n,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6516,x,s,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6517,x,f,g,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,e
6518,f,y,e,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6519,f,y,e,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6520,x,y,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6521,x,s,n,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6522,k,s,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6523,k,y,e,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6524,f,y,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6525,x,s,n,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6526,f,s,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6527,x,s,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6528,f,y,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6529,x,s,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6530,k,f,w,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,e
6531,k,y,n,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6532,f,s,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6533,x,y,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6534,x,s,n,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6535,x,s,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6536,f,y,e,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6537,f,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6538,x,y,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6539,f,s,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6540,x,s,e,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6541,x,s,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6542,f,y,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6543,f,y,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6544,f,y,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6545,f,y,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6546,f,s,n,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6547,f,y,e,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6548,f,y,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6549,x,y,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6550,k,s,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6551,f,y,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6552,f,y,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6553,f,s,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6554,f,s,e,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6555,k,s,e,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
6556,f,y,e,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6557,f,s,n,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6558,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,b,v,l,e
6559,x,s,n,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6560,k,s,n,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6561,f,s,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6562,f,s,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6563,x,s,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6564,f,s,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6565,f,y,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6566,f,y,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6567,f,s,n,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6568,x,s,e,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6569,x,s,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6570,x,s,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6571,x,s,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6572,f,y,e,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6573,x,s,e,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6574,k,s,e,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6575,x,y,e,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6576,f,s,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6577,f,s,n,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6578,x,s,n,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6579,k,y,e,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6580,x,s,e,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6581,f,y,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6582,f,y,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6583,f,y,n,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6584,f,s,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6585,f,s,e,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6586,k,y,n,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6587,f,y,e,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6588,f,s,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6589,f,s,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6590,x,s,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6591,f,y,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6592,f,y,e,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6593,x,y,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6594,f,s,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6595,x,s,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6596,f,s,n,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
6597,f,s,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6598,f,s,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6599,x,s,g,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,e
6600,k,y,n,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6601,x,y,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6602,x,s,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6603,x,s,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6604,f,y,e,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6605,k,y,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6606,x,s,e,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6607,x,s,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6608,k,y,n,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6609,x,y,e,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6610,k,s,n,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6611,x,s,n,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6612,x,y,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6613,f,s,e,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6614,f,s,n,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6615,f,s,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6616,f,s,e,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6617,x,y,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6618,x,s,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6619,f,s,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6620,f,y,e,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6621,x,s,n,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6622,x,s,e,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6623,x,s,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6624,f,s,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6625,x,y,e,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6626,x,s,n,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6627,x,s,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6628,x,s,e,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6629,x,s,n,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6630,x,s,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6631,f,s,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6632,f,y,e,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6633,x,s,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6634,x,s,e,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6635,f,s,n,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6636,x,s,n,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6637,f,s,e,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6638,k,y,n,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
6639,x,s,n,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6640,f,y,n,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6641,k,y,n,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6642,f,s,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6643,f,s,n,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6644,x,s,e,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6645,x,s,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6646,f,y,n,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6647,f,y,n,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6648,x,s,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6649,f,y,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6650,x,y,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6651,f,y,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6652,f,y,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6653,x,y,e,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6654,f,s,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6655,k,s,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6656,x,y,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6657,x,s,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6658,f,s,e,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6659,f,s,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6660,b,f,g,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e
6661,x,s,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6662,k,s,n,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6663,b,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,n,o,p,y,v,l,e
6664,f,s,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6665,f,y,n,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6666,x,y,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6667,x,s,e,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6668,k,y,c,f,m,a,c,b,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
6669,x,s,e,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6670,f,s,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6671,x,s,n,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6672,x,y,e,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6673,x,s,e,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6674,f,s,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6675,f,s,n,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6676,f,s,n,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6677,f,y,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6678,x,s,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6679,f,y,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6680,f,y,n,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6681,x,y,e,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6682,f,y,e,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6683,f,s,e,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6684,f,s,e,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6685,x,s,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6686,x,s,e,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6687,k,y,e,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6688,x,y,e,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6689,x,s,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6690,x,s,n,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6691,x,s,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6692,f,s,n,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
6693,f,y,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6694,x,s,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6695,k,s,n,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6696,f,s,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6697,f,y,n,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6698,f,y,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6699,f,y,e,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6700,f,y,n,f,f,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6701,x,s,e,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6702,f,y,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6703,f,s,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6704,f,s,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6705,x,s,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6706,f,y,e,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6707,k,y,n,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6708,f,s,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6709,f,y,n,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6710,f,s,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6711,x,s,n,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6712,f,s,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6713,x,s,e,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6714,f,y,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6715,x,s,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
6716,f,s,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
6717,f,s,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6718,x,s,n,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6719,x,s,e,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6720,f,s,e,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6721,x,s,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6722,x,s,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6723,f,s,e,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6724,x,y,e,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6725,x,s,n,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6726,x,y,e,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6727,f,s,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6728,x,s,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6729,f,y,n,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6730,x,s,e,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6731,x,s,n,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6732,f,s,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6733,x,s,e,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6734,f,s,n,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6735,x,y,e,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6736,f,y,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6737,x,y,e,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6738,k,y,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6739,f,y,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6740,x,y,e,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6741,f,s,n,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6742,x,s,e,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6743,f,s,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6744,x,f,g,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e
6745,x,s,e,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6746,f,s,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6747,f,s,n,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6748,x,s,e,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6749,x,s,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6750,x,s,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6751,f,y,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6752,b,f,g,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e
6753,f,y,n,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6754,f,y,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6755,f,y,n,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6756,f,s,n,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6757,f,y,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6758,x,y,e,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6759,f,y,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6760,x,s,n,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6761,f,y,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6762,k,f,g,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
6763,b,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,n,o,p,o,c,l,e
6764,f,s,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
