Id,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
7385,b,s,w,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g
7386,k,y,n,f,m,f,c,b,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
7387,k,y,e,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
7388,k,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,y,v,l
7389,k,s,e,f,f,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
7390,b,s,w,f,n,f,w,b,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g
7391,x,s,g,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
7392,k,s,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
7393,k,y,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
7394,k,s,n,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
7395,k,y,e,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
7396,k,s,e,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
7397,k,y,n,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
7398,b,s,g,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
7399,k,y,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
7400,b,f,w,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
7401,c,y,y,f,n,f,w,n,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l
7402,x,s,n,f,s,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
7403,k,y,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
7404,x,s,g,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
7405,b,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,y,v,l
7406,k,y,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7407,b,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,n,c,l
7408,k,y,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
7409,k,y,e,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
7410,k,s,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
7411,b,s,g,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
7412,k,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l
7413,b,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,n,o,p,n,v,l
7414,x,s,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
7415,x,s,g,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
7416,x,f,g,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
7417,k,s,n,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
7418,k,f,g,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
7419,k,s,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
7420,k,y,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
7421,k,y,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7422,f,s,p,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
7423,k,y,n,f,f,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
7424,k,y,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
7425,f,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l
7426,k,y,e,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
7427,k,y,n,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
7428,k,y,n,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
7429,f,y,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
7430,k,s,e,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7431,k,y,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
7432,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,o,c,l
7433,f,s,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
7434,k,s,g,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
7435,k,s,e,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
7436,k,s,e,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
7437,f,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l
7438,k,s,n,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7439,x,f,g,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g
7440,k,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l
7441,f,s,e,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
7442,k,s,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
7443,f,y,n,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
7444,x,f,g,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
7445,k,s,w,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g
7446,b,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,b,c,l
7447,k,y,e,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
7448,k,y,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
7449,k,y,n,f,n,f,c,b,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p
7450,x,f,g,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
7451,k,s,n,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
7452,k,y,e,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7453,k,y,n,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
7454,f,y,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
7455,f,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,n,o,p,b,v,l
7456,f,y,e,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
7457,k,s,n,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
7458,k,s,n,f,f,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
7459,b,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,y,c,l
7460,x,f,g,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g
7461,k,s,n,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
7462,k,y,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
7463,x,s,g,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g
7464,k,y,n,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
7465,k,s,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
7466,k,y,e,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
7467,b,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,n,o,p,o,c,l
7468,b,s,g,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
7469,x,y,e,f,m,a,c,b,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
7470,k,s,n,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
7471,k,y,e,f,f,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
7472,k,y,e,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
7473,k,s,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
7474,k,y,e,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
7475,k,s,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7476,x,s,e,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
7477,k,s,e,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
7478,k,s,n,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7479,b,f,g,f,n,f,w,b,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g
7480,k,y,n,f,m,a,c,b,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
7481,f,s,n,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
7482,k,s,n,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7483,f,y,y,f,n,f,w,n,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l
7484,k,s,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
7485,f,y,e,f,m,a,c,b,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
7486,x,f,g,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
7487,k,y,n,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
7488,k,s,n,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
7489,f,y,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
7490,f,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,y,c,l
7491,k,y,n,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
7492,f,y,n,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
7493,k,s,n,f,s,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
7494,f,y,e,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
7495,k,s,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
7496,x,y,e,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
7497,k,y,n,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
7498,x,s,w,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
7499,x,s,g,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
7500,x,f,w,f,n,f,w,b,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g
7501,k,s,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
7502,k,s,e,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
7503,k,y,e,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
7504,k,s,e,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
7505,k,s,n,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
7506,k,y,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
7507,k,y,e,f,y,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
7508,k,s,n,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
7509,k,s,e,f,s,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
7510,f,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,n,o,p,o,c,l
7511,f,s,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
7512,k,s,n,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
7513,x,s,g,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g
7514,x,f,w,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
7515,k,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
7516,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,o,c,l
7517,k,y,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
7518,k,y,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
7519,k,y,n,f,s,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
7520,k,y,e,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
7521,k,s,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
7522,b,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l
7523,f,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,n,c,l
7524,b,s,w,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g
7525,k,s,n,f,y,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
7526,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,n,c,l
7527,k,y,n,f,s,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
7528,b,f,g,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g
7529,b,s,g,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
7530,x,s,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
7531,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,b,c,l
7532,x,s,w,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g
7533,x,s,n,f,n,f,c,b,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p
7534,k,s,g,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
7535,x,s,w,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
7536,f,y,c,f,m,f,c,b,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
7537,x,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l
7538,k,s,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7539,k,y,e,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
7540,x,s,w,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
7541,k,f,w,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g
7542,b,f,g,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
7543,k,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,o,o,p,b,v,l
7544,k,y,n,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
7545,f,y,e,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7546,k,s,e,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7547,k,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,n,o,p,n,v,l
7548,f,s,p,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
7549,k,y,n,f,f,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
7550,b,s,w,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g
7551,k,s,e,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
7552,k,s,w,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
7553,k,y,n,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7554,k,s,n,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
7555,f,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,o,o,p,b,c,l
7556,k,s,n,f,y,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
7557,k,y,e,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
7558,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,y,v,l
7559,x,f,w,f,n,f,w,b,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
7560,x,f,g,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g
7561,x,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,b,v,l
7562,k,s,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
7563,k,y,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
7564,x,s,w,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
7565,k,y,e,f,y,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
7566,x,f,g,f,n,f,w,b,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g
7567,k,s,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
7568,f,y,n,f,f,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
7569,k,s,e,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
7570,k,s,n,f,n,f,c,b,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p
7571,k,s,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
7572,k,s,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
7573,b,s,g,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
7574,k,y,n,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
7575,k,s,n,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
7576,k,f,g,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g
7577,k,y,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
7578,k,s,e,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
7579,k,y,n,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
7580,k,s,e,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
7581,k,f,w,f,n,f,w,b,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
7582,k,y,e,f,y,f,c,n,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
7583,k,y,e,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
7584,b,f,w,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g
7585,x,s,g,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
7586,b,s,g,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
7587,k,y,e,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
7588,k,s,n,f,y,f,c,n,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
7589,k,y,e,f,y,f,c,n,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
7590,b,s,w,f,n,f,w,b,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g
7591,f,s,e,f,f,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7592,k,s,n,f,s,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
7593,k,s,w,f,n,f,w,b,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g
7594,k,y,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
7595,k,s,e,f,f,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
7596,k,s,n,f,s,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
7597,x,s,n,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
7598,k,s,n,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
7599,k,y,e,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7600,b,y,y,f,n,f,w,n,n,w,e,c,y,y,y,y,p,y,o,e,w,c,l
7601,k,y,e,f,f,f,c,n,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
7602,x,s,n,t,n,f,c,b,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
7603,k,s,e,f,f,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
7604,k,f,g,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
7605,k,s,e,f,s,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
7606,k,s,e,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
7607,k,s,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
7608,k,y,n,f,y,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
7609,x,f,g,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
7610,b,s,w,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g
7611,k,y,e,f,s,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
7612,b,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,o,o,p,n,c,l
7613,k,y,e,f,y,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
7614,k,s,e,f,y,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
7615,b,s,g,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g
7616,k,s,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
7617,b,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,o,v,l
7618,f,s,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
7619,k,s,e,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
7620,k,s,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
7621,k,y,n,f,y,f,c,n,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
7622,b,f,g,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
7623,k,s,w,f,n,f,w,b,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
7624,k,s,n,f,y,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
7625,f,y,n,f,f,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
7626,x,s,w,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
7627,x,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,b,c,l
7628,k,s,n,f,s,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
7629,k,y,n,f,s,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
7630,k,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l
7631,b,f,w,f,n,f,w,b,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g
7632,x,s,w,f,n,f,w,b,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g
7633,f,y,e,f,y,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
7634,k,y,e,f,f,f,c,n,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
7635,x,y,e,f,m,f,c,b,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
7636,f,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,n,o,p,y,c,l
7637,k,s,n,f,f,f,c,n,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
7638,x,s,n,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
7639,k,y,e,f,s,f,c,n,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
7640,b,s,w,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
7641,b,s,g,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
7642,k,f,g,f,n,f,w,b,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g
7643,k,f,g,f,n,f,w,b,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
7644,x,f,w,f,n,f,w,b,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g
7645,k,y,e,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
7646,f,y,e,f,s,f,c,n,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
7647,k,y,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
7648,f,s,n,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
7649,b,s,w,f,n,f,w,b,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
7650,k,s,w,f,n,f,w,b,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g
7651,b,f,w,f,n,f,w,b,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
7652,f,s,n,f,n,a,c,b,b,n,e,?,s,s,o,o,p,n,o,p,b,c,l
7653,k,y,e,f,s,f,c,n,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
7654,k,s,n,f,f,f,c,n,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
7655,k,s,n,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
7656,f,y,n,f,y,f,c,n,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
7657,x,s,e,f,f,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
7658,f,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,o,o,p,o,v,l
7659,k,f,w,f,n,f,w,b,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g
7660,k,s,n,f,y,f,c,n,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
7661,x,s,n,f,y,f,c,n,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
7662,b,f,g,f,n,f,w,b,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g
7663,k,y,n,f,s,f,c,n,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
7664,b,s,n,f,n,a,c,b,b,o,e,?,s,s,o,o,p,o,o,p,y,c,l
7665,f,s,n,f,n,a,c,b,b,y,e,?,s,s,o,o,p,o,o,p,n,v,l
7666,k,y,e,f,s,f,c,n,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
